SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
3766,Jaisora,CGWB,8,Rajasthan,91,BHARATPUR,-,-,-,-,-,-,-,-,-,26.76810000,77.43110000,,30-08-2023 00:00,8.95
3767,Jaisora,CGWB,8,Rajasthan,91,BHARATPUR,-,-,-,-,-,-,-,-,-,26.76810000,77.43110000,,10-11-2023 00:00,6.6
3768,Jaisora,CGWB,8,Rajasthan,91,BHARATPUR,-,-,-,-,-,-,-,-,-,26.76810000,77.43110000,,10-01-2024 00:00,8.83
3769,JAITPURA,CGWB,8,Rajasthan,111,PALI,ROHAT,ROHAT,JAITPURA,-,-,-,-,-,-,25.82916667,73.06250000,,30-05-2023 00:00,
3770,JAITPURA,CGWB,8,Rajasthan,111,PALI,ROHAT,ROHAT,JAITPURA,-,-,-,-,-,-,25.82916667,73.06250000,,10-11-2023 00:00,
3771,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,10-01-2021 00:00,8.2
3772,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,31-08-2021 06:00,7.65
3773,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-11-2021 06:00,7.7
3774,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-01-2022 07:00,7.75
3775,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-05-2022 06:00,7.95
3776,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-08-2022 06:00,6.7
3777,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,10-11-2022 06:00,6.7
3778,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,10-01-2023 00:00,7.05
3779,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-05-2023 00:00,7.3599997
3780,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,30-08-2023 00:00,4.24
3781,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,10-11-2023 00:00,4.3
3782,Jaitsar,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,-,-,-,-,-,-,-,-,29.33611111,73.68750000,,10-01-2024 00:00,5.31
3783,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,10-01-2021 00:00,7.4
3784,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,31-08-2021 06:00,7.55
3785,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-11-2021 06:00,7.4
3786,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-01-2022 07:00,7.35
3787,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-05-2022 06:00,7.5
3788,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-08-2022 06:00,7.42
3789,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,10-11-2022 06:00,7.5
3790,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,10-01-2023 00:00,7.3500004
3791,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-05-2023 00:00,7.4000006
3792,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,30-08-2023 00:00,7.4800005
3793,JAITSAR,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,JAITSAR,-,-,-,-,-,-,29.35416667,73.63333333,,10-11-2023 00:00,7.4700003
3794,Jaitsar_1,CGWB,8,Rajasthan,100,GANGANAGAR,-,-,-,-,-,-,-,-,-,29.33610000,73.68750000,162.00,10-01-2024 00:00,8.25
3795,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,10-01-2021 00:00,53.23
3796,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,31-08-2021 06:00,53.43
3797,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,30-11-2021 06:00,53.32
3798,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,30-01-2022 07:00,53.47
3799,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,30-05-2022 06:00,53.68
3800,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,30-08-2022 06:00,53.46
3801,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,10-11-2022 06:00,53.73
3802,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,10-01-2023 00:00,53.53
3803,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,30-08-2023 00:00,54.74
3804,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,10-11-2023 00:00,53.87
3805,JAJOD,CGWB,8,Rajasthan,114,SIKAR,LAXMANGARH,LACHHAMANGARH,JAJOD,-,-,-,-,-,-,27.79500000,74.87361111,,10-01-2024 00:00,52.95
3806,Jajod_2,CGWB,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,27.79190000,74.86280000,345.30,10-11-2023 00:00,49.7
3807,Jajod_2,CGWB,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,27.79190000,74.86280000,345.30,10-01-2024 00:00,46.54
3808,Jakhera_1,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.04140000,74.33730000,354.90,10-11-2023 00:00,54.6
3809,Jakhera_1,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.04140000,74.33730000,354.90,10-01-2024 00:00,57.8
3810,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,10-01-2021 00:00,47.7
3811,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,31-08-2021 06:00,46.25
3812,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-11-2021 06:00,46.9
3813,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-01-2022 07:00,47
3814,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-05-2022 06:00,47.1
3815,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-08-2022 06:00,48.06
3816,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,10-11-2022 06:00,48.5
3817,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.58055556,76.40833333,,10-01-2023 00:00,48.2
3818,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-05-2023 00:00,
3819,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,30-08-2023 00:00,49.17
3820,Janak Singh Pura,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Janak Singh Pura,-,-,-,-,-,-,27.98250000,76.40833333,,10-11-2023 00:00,
3821,Janak Singh Pura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.98250000,76.40830000,533.00,10-01-2024 00:00,
3822,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,10-01-2021 00:00,60.12
3823,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,31-08-2021 06:00,62.6
3824,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,30-11-2021 06:00,63.2
3825,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,30-01-2022 07:00,64.1
3826,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,30-05-2022 06:00,64.02
3827,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,30-08-2022 06:00,65.17
3828,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,10-11-2022 06:00,65.2
3829,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.75000000,76.25416667,,10-01-2023 00:00,65.5
3830,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.75000000,76.25416667,,30-05-2023 00:00,67.74
3831,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.99277778,76.38750000,,30-08-2023 00:00,66.93
3832,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.75000000,76.25416667,,10-11-2023 00:00,67.85
3833,Japaneese Zone,CGWB,8,Rajasthan,87,ALWAR,NEEMRANA,NEEMRANA,Japeneese Zoned,-,-,-,-,-,-,27.75000000,76.25416667,,10-01-2024 00:00,69.46
3834,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,10-01-2023 00:00,19.09
3835,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,11-01-2023 00:00,19.09
3836,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,30-05-2023 00:00,21.79
3837,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,01-06-2023 00:00,19.09
3838,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,30-08-2023 00:00,15.59
3839,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,10-11-2023 00:00,17
3840,JASAI,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,JASAI,-,-,-,-,-,-,25.71666667,71.25555556,,10-01-2024 00:00,15.389999
3841,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,10-01-2021 00:00,12.28
3842,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,31-08-2021 06:00,11.02
3843,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-11-2021 06:00,11.41
3844,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-01-2022 07:00,14.87
3845,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-05-2022 06:00,15.8
3846,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-08-2022 06:00,10.79
3847,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,10-11-2022 06:00,9.25
3848,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,10-01-2023 00:00,13.87
3849,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-05-2023 00:00,14.25
3850,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,30-08-2023 00:00,13.25
3851,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,10-11-2023 00:00,13.75
3852,Jasuta,CGWB,8,Rajasthan,97,DAUSA,DAUSA,DAUSA,Jasuta,-,-,-,-,-,-,26.96666667,76.33333333,,10-01-2024 00:00,15.6
3853,JASWANTGARH,CGWB,8,Rajasthan,117,UDAIPUR,GOGUNDA,GOGUNDA,JASWANTGARH,-,-,-,-,-,-,24.80000000,73.46666667,,10-01-2023 00:00,9.4
3854,JASWANTGARH,CGWB,8,Rajasthan,117,UDAIPUR,GOGUNDA,GOGUNDA,JASWANTGARH,-,-,-,-,-,-,24.80000000,73.46666667,,30-05-2023 00:00,9.1
3855,JASWANTGARH,CGWB,8,Rajasthan,117,UDAIPUR,GOGUNDA,GOGUNDA,JASWANTGARH,-,-,-,-,-,-,24.80000000,73.46666667,,30-08-2023 00:00,3.45
3856,JASWANTGARH,CGWB,8,Rajasthan,117,UDAIPUR,GOGUNDA,GOGUNDA,JASWANTGARH,-,-,-,-,-,-,24.80000000,73.46666667,,10-11-2023 00:00,4.1
3857,JASWANTGARH,CGWB,8,Rajasthan,117,UDAIPUR,GOGUNDA,GOGUNDA,JASWANTGARH,-,-,-,-,-,-,24.80000000,73.46666667,,10-01-2024 00:00,6.3
3858,JASWANTPURA1,CGWB,8,Rajasthan,105,JHALAWAR,PIRAWA,PIRAWA,JASWANTPURA,-,-,-,-,-,-,24.34166667,75.99166667,,10-01-2023 00:00,7.12
3859,JASWANTPURA1,CGWB,8,Rajasthan,105,JHALAWAR,PIRAWA,PIRAWA,JASWANTPURA,-,-,-,-,-,-,24.34166667,75.99166667,,30-05-2023 00:00,23.8
3860,JASWANTPURA1,CGWB,8,Rajasthan,105,JHALAWAR,PIRAWA,PIRAWA,JASWANTPURA,-,-,-,-,-,-,24.34166667,75.99166667,,30-08-2023 00:00,16.15
3861,JASWANTPURA1,CGWB,8,Rajasthan,105,JHALAWAR,PIRAWA,PIRAWA,JASWANTPURA,-,-,-,-,-,-,24.34166667,75.99166667,,10-11-2023 00:00,17.2
3862,JASWANTPURA1,CGWB,8,Rajasthan,105,JHALAWAR,PIRAWA,PIRAWA,JASWANTPURA,-,-,-,-,-,-,24.34166667,75.99166667,,10-01-2024 00:00,23.4
3863,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,10-01-2021 00:00,28.03
3864,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,31-08-2021 06:00,29.15
3865,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,30-11-2021 06:00,28.9
3866,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,30-01-2022 07:00,28
3867,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,10-11-2022 06:00,31.53
3868,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,10-01-2023 00:00,
3869,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,30-05-2023 00:00,
3870,Jatwara Pz,CGWB,8,Rajasthan,102,JAIPUR,BASSI,BASSI,Jatwara Pz,-,-,-,-,-,-,26.87555556,76.20833333,,30-08-2023 00:00,
3871,JATYASANI,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,JATYASANI,-,-,-,-,-,-,26.09166667,72.83333333,,10-01-2023 00:00,15.7
3872,JATYASANI,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,JATYASANI,-,-,-,-,-,-,26.09166667,72.83333333,,30-05-2023 00:00,15.76
3873,JATYASANI,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,JATYASANI,-,-,-,-,-,-,26.09166667,72.83333333,,30-08-2023 00:00,14.71
3874,JATYASANI,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,JATYASANI,-,-,-,-,-,-,26.09166667,72.83333333,,10-11-2023 00:00,14.97
3875,JATYASANI,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,JATYASANI,-,-,-,-,-,-,26.09166667,72.83333333,,10-01-2024 00:00,15.2
3876,JAWAHAR NAGAR,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,JAWAHAR NAGAR,-,-,-,-,-,-,24.08916667,74.49166667,,10-01-2024 00:00,5
3877,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2021 00:00,22.7
3878,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,31-08-2021 06:00,22.1
3879,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-11-2021 06:00,21.7
3880,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-01-2022 07:00,19.9
3881,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-05-2022 06:00,21.8
3882,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-08-2022 06:00,21.6
3883,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,10-11-2022 06:00,21.5
3884,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2023 00:00,21.44
3885,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-05-2023 00:00,21.3
3886,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,30-08-2023 00:00,21.8
3887,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,10-11-2023 00:00,7.84
3888,Jawahar Nagar Deep,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Deep,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2024 00:00,21.9
3889,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2021 00:00,8.7
3890,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,31-08-2021 06:00,8.4
3891,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-11-2021 06:00,8.7
3892,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-01-2022 07:00,9.1
3893,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-05-2022 06:00,8.9
3894,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-08-2022 06:00,8.04
3895,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,10-11-2022 06:00,8.45
3896,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2023 00:00,8.5
3897,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-05-2023 00:00,7.55
3898,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,30-08-2023 00:00,8.1
3899,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,10-11-2023 00:00,21.12
3900,Jawahar Nagar Shallow,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,Jawahar Nagar Shallow,-,-,-,-,-,-,27.54194444,71.14833333,,10-01-2024 00:00,8.1
3901,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,10-01-2021 00:00,5.35
3902,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,31-08-2021 06:00,7.2
3903,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-11-2021 06:00,8.1
3904,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-01-2022 07:00,8.4
3905,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-05-2022 06:00,9.9
3906,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-08-2022 06:00,8.5
3907,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,10-11-2022 06:00,6.6
3908,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,10-01-2023 00:00,7.1
3909,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-05-2023 00:00,7
3910,JAWAJA1,CGWB,8,Rajasthan,86,AJMER,JAWAJA,JAWAJA,JAWAJA,-,-,-,-,-,-,25.93333333,74.20000000,,30-08-2023 00:00,0.6
